timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-07-31,18.8500,18.9683,17.7900,17.9800,17.9800,114787,0.0000,1.0000
2019-07-30,18.0000,18.8000,17.9800,18.7700,18.7700,115983,0.0000,1.0000
2019-07-29,17.8500,18.2200,17.8500,18.0500,18.0500,123730,0.0000,1.0000
2019-07-26,17.3200,17.8700,17.2700,17.8000,17.8000,111502,0.0000,1.0000
2019-07-25,18.1600,18.3450,17.0900,17.1100,17.1100,116060,0.0000,1.0000
2019-07-24,16.9300,18.2700,16.8100,18.1800,18.1800,143213,0.0000,1.0000
2019-07-23,17.7600,17.9100,16.8200,16.9400,16.9400,287476,0.0000,1.0000
2019-07-22,17.7500,18.0900,17.3200,17.6900,17.6900,192324,0.0000,1.0000
2019-07-19,18.4600,19.4300,17.5200,17.8800,17.8800,761878,0.0000,1.0000
2019-07-18,20.3100,20.6500,20.1200,20.2000,20.2000,176107,0.0000,1.0000
2019-07-17,20.6500,20.7550,19.9100,20.3000,20.3000,142257,0.0000,1.0000
2019-07-16,21.4300,21.6000,20.5800,20.6200,20.6200,88731,0.0000,1.0000
2019-07-15,20.9300,21.6700,20.8531,21.1800,21.1800,128015,0.0000,1.0000
2019-07-12,21.6500,21.6500,20.4100,20.8400,20.8400,172870,0.0000,1.0000
2019-07-11,21.9800,22.1000,21.4400,21.5100,21.5100,99800,0.0000,1.0000
2019-07-10,21.8000,22.4700,21.6600,21.9200,21.9200,135966,0.0000,1.0000
2019-07-09,22.4000,22.5500,21.5400,21.6700,21.6700,162592,0.0000,1.0000
2019-07-08,23.3500,23.5700,22.2900,22.4000,22.4000,79031,0.0000,1.0000
2019-07-05,22.9800,23.3500,22.8500,23.3400,23.3400,59110,0.0000,1.0000
2019-07-03,23.4200,23.8400,22.6800,23.0100,23.0100,64648,0.0000,1.0000
2019-07-02,23.6800,23.8429,22.9021,23.3000,23.3000,93789,0.0000,1.0000
2019-07-01,23.7600,24.6800,23.5000,23.6400,23.6400,117067,0.0000,1.0000
2019-06-28,22.8100,23.8400,22.8100,23.3600,23.3600,220011,0.0000,1.0000
2019-06-27,22.4500,22.8600,22.2000,22.8300,22.8300,81163,0.0000,1.0000
2019-06-26,22.7700,23.0500,22.2000,22.3000,22.3000,78770,0.0000,1.0000
2019-06-25,22.8000,23.0200,22.4850,22.6200,22.6200,112697,0.0000,1.0000
2019-06-24,23.9100,24.0000,22.6600,22.7700,22.7700,83300,0.0000,1.0000
2019-06-21,24.7600,25.0800,23.8100,23.9700,23.9700,77722,0.0000,1.0000
2019-06-20,24.7500,25.1100,23.8800,24.9200,24.9200,154509,0.0000,1.0000
2019-06-19,23.7500,24.3900,23.5800,24.3600,24.3600,89448,0.0000,1.0000
2019-06-18,23.1800,23.8900,23.0000,23.8100,23.8100,114925,0.0000,1.0000
2019-06-17,22.5100,23.1500,22.4400,23.0400,23.0400,138201,0.0000,1.0000
2019-06-14,22.5900,23.5500,22.4900,22.5000,22.5000,227822,0.0000,1.0000
2019-06-13,22.6900,22.9700,21.8900,22.6400,22.6400,153142,0.0000,1.0000
2019-06-12,23.0300,23.3540,22.3500,22.6800,22.6800,171996,0.0000,1.0000
2019-06-11,23.4300,24.2900,22.5000,23.0000,23.0000,308629,0.0000,1.0000
2019-06-10,25.0500,26.9346,23.7300,23.9000,23.9000,445509,0.0000,1.0000
2019-06-07,26.9000,28.3100,26.3100,27.8600,27.8600,141425,0.0000,1.0000
2019-06-06,27.3800,27.4400,26.2800,26.7000,26.7000,88663,0.0000,1.0000
2019-06-05,26.3500,27.4900,26.0500,27.3300,27.3300,134403,0.0000,1.0000
2019-06-04,26.0000,26.3400,25.3800,26.2700,26.2700,107316,0.0000,1.0000
2019-06-03,26.0900,26.0900,24.8000,25.5400,25.5400,113320,0.0000,1.0000
2019-05-31,25.7500,27.2000,25.4500,26.0900,26.0900,189605,0.0000,1.0000
2019-05-30,25.1200,26.3400,24.6100,26.2400,26.2400,113729,0.0000,1.0000
2019-05-29,24.0800,25.3577,23.7000,25.1000,25.1000,110747,0.0000,1.0000
2019-05-28,24.8500,25.0700,24.1300,24.3200,24.3200,94731,0.0000,1.0000
2019-05-24,24.7500,25.0300,24.2000,24.9400,24.9400,63079,0.0000,1.0000
2019-05-23,25.6600,25.6600,23.8900,24.5300,24.5300,142703,0.0000,1.0000
2019-05-22,25.4700,26.1900,25.0200,25.9900,25.9900,127398,0.0000,1.0000
2019-05-21,24.7700,25.8000,24.4400,25.6700,25.6700,78508,0.0000,1.0000
2019-05-20,24.4400,25.1700,23.8600,24.7300,24.7300,109275,0.0000,1.0000
2019-05-17,25.7100,26.1400,24.0100,24.7400,24.7400,149357,0.0000,1.0000
2019-05-16,25.5200,26.1100,25.2700,26.0700,26.0700,113247,0.0000,1.0000
2019-05-15,24.7600,25.5300,24.7600,25.5100,25.5100,63556,0.0000,1.0000
2019-05-14,24.3700,25.1400,23.8510,25.0400,25.0400,123585,0.0000,1.0000
2019-05-13,24.3100,24.3826,23.6200,24.2300,24.2300,90193,0.0000,1.0000
2019-05-10,24.8800,25.1711,24.0000,24.9900,24.9900,84748,0.0000,1.0000
2019-05-09,25.3800,25.5600,24.6700,25.0600,25.0600,86036,0.0000,1.0000
2019-05-08,25.2900,27.1200,25.2200,25.8800,25.8800,112302,0.0000,1.0000
2019-05-07,25.3900,25.7600,24.9946,25.3700,25.3700,132517,0.0000,1.0000
2019-05-06,23.5000,26.1600,23.5000,25.8300,25.8300,188064,0.0000,1.0000
2019-05-03,23.3900,24.0200,23.2000,24.0000,24.0000,218887,0.0000,1.0000
2019-05-02,23.0600,24.0500,22.5900,22.9900,22.9900,168997,0.0000,1.0000
2019-05-01,23.1300,23.3000,22.6750,23.0000,23.0000,231402,0.0000,1.0000
2019-04-30,24.2200,26.5000,23.0100,23.3700,23.3700,517318,0.0000,1.0000
2019-04-29,26.7500,26.9216,26.0700,26.4400,26.4400,130849,0.0000,1.0000
2019-04-26,26.0700,27.1200,25.8546,26.7400,26.7400,102602,0.0000,1.0000
2019-04-25,26.7100,26.7346,25.6700,26.0700,26.0700,160898,0.0000,1.0000
2019-04-24,26.4600,26.8600,26.0700,26.6700,26.6700,117826,0.0000,1.0000
2019-04-23,25.6400,26.6200,25.0101,26.4000,26.4000,95483,0.0000,1.0000
2019-04-22,25.7500,26.3396,24.8097,25.4900,25.4900,107109,0.0000,1.0000
2019-04-18,25.8400,26.2931,25.1500,26.0200,26.0200,89125,0.0000,1.0000
2019-04-17,26.1200,26.3704,25.4200,25.8400,25.8400,93605,0.0000,1.0000
2019-04-16,25.6400,26.1567,25.2300,26.0900,26.0900,123559,0.0000,1.0000
2019-04-15,25.2100,25.8100,25.0400,25.4800,25.4800,88885,0.0000,1.0000
2019-04-12,26.1400,26.1400,24.9050,25.2300,25.2300,104357,0.0000,1.0000
2019-04-11,25.5700,25.8600,24.7800,25.7700,25.7700,150814,0.0000,1.0000
2019-04-10,24.9700,25.7500,24.8787,25.4700,25.4700,205852,0.0000,1.0000
2019-04-09,26.0200,26.0300,24.4050,24.8800,24.8800,220774,0.0000,1.0000
2019-04-08,26.5500,26.5500,25.8900,26.1300,26.1300,121872,0.0000,1.0000
2019-04-05,26.6100,27.1700,26.4100,26.5700,26.5700,100817,0.0000,1.0000
2019-04-04,26.9100,27.2400,26.0000,26.5300,26.5300,121699,0.0000,1.0000
2019-04-03,26.8300,27.4800,26.4700,26.9300,26.9300,260568,0.0000,1.0000
2019-04-02,25.0000,26.7389,24.5200,26.5900,26.5900,215765,0.0000,1.0000
2019-04-01,25.1600,25.5100,24.6200,24.8900,24.8900,287261,0.0000,1.0000
2019-03-29,23.4000,25.9500,23.2550,25.0800,25.0800,293533,0.0000,1.0000
2019-03-28,22.2100,22.7700,22.1050,22.7100,22.7100,121688,0.0000,1.0000
2019-03-27,21.8700,22.2100,20.9500,22.1500,22.1500,162065,0.0000,1.0000
2019-03-26,22.2500,22.3500,21.8000,21.9000,21.9000,106830,0.0000,1.0000
2019-03-25,21.9900,22.6500,21.7500,21.9500,21.9500,130499,0.0000,1.0000
2019-03-22,23.5100,23.5100,21.9600,22.0100,22.0100,139980,0.0000,1.0000
2019-03-21,22.0600,23.6300,21.9200,23.5600,23.5600,159240,0.0000,1.0000
2019-03-20,22.3900,22.8260,21.8627,22.1900,22.1900,92665,0.0000,1.0000
2019-03-19,22.1800,22.7050,21.9700,22.3700,22.3700,222481,0.0000,1.0000
2019-03-18,22.3400,22.5000,21.6400,22.0600,22.0600,125277,0.0000,1.0000
