timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-07-29,16.8500,16.8500,16.4100,16.5300,16.5300,13678,0.0000,1.0000
2019-07-26,16.3900,17.1200,16.3900,16.8400,16.8400,63081,0.0000,1.0000
2019-07-25,16.5000,16.5500,16.3100,16.3500,16.3500,35762,0.0000,1.0000
2019-07-24,16.1800,16.5250,16.1600,16.4200,16.4200,31011,0.0000,1.0000
2019-07-23,16.3000,16.4400,16.0000,16.2100,16.2100,42069,0.0000,1.0000
2019-07-22,16.2200,16.6400,16.1700,16.2200,16.2200,65557,0.0000,1.0000
2019-07-19,16.2000,16.4500,15.7700,16.3300,16.3300,89523,0.0000,1.0000
2019-07-18,16.4900,16.6050,15.8500,16.0500,16.0500,85474,0.0000,1.0000
2019-07-17,16.8900,16.9500,15.7600,16.8700,16.8700,697944,0.0000,1.0000
2019-07-16,19.3000,19.3900,19.0200,19.1100,19.1100,10337,0.0000,1.0000
2019-07-15,20.5600,20.5700,19.1500,19.3500,19.3500,31996,0.0000,1.0000
2019-07-12,19.8000,21.0000,19.0000,20.7000,20.7000,52967,0.0000,1.0000
2019-07-11,20.1000,20.1100,19.6600,19.8000,19.8000,19620,0.0000,1.0000
2019-07-10,20.2400,20.2900,19.6600,20.0700,20.0700,41299,0.0000,1.0000
2019-07-09,20.5000,20.5000,19.5500,20.1900,20.1900,28043,0.0000,1.0000
2019-07-08,20.4600,20.4600,19.1000,20.2100,20.2100,67924,0.0000,1.0000
2019-07-05,22.9900,22.9900,19.7500,20.0600,20.0600,58755,0.0000,1.0000
2019-07-03,23.4100,23.4100,21.2800,21.2800,21.2800,35666,0.0000,1.0000
2019-07-02,24.8000,24.8000,23.2100,23.3900,23.3900,52027,0.0000,1.0000
2019-07-01,23.6500,23.8500,23.0001,23.8500,23.8500,70840,0.0000,1.0000
2019-06-28,22.5900,23.9200,22.4690,23.7000,23.7000,1288139,0.0000,1.0000
2019-06-27,20.7700,22.5000,20.4200,22.5000,22.5000,58925,0.0000,1.0000
2019-06-26,20.6400,21.5600,20.3200,21.5600,21.5600,37265,0.0000,1.0000
2019-06-25,21.0000,21.4000,20.1600,20.7900,20.7900,23917,0.0000,1.0000
2019-06-24,21.1200,21.1200,20.4150,20.8900,20.8900,24081,0.0000,1.0000
2019-06-21,22.8750,23.0100,20.1000,21.2800,21.2800,26984,0.0000,1.0000
2019-06-20,23.5500,23.7900,22.5000,22.5700,22.5700,16955,0.0000,1.0000
2019-06-19,23.6400,23.8535,22.5000,23.1200,23.1200,20062,0.0000,1.0000
2019-06-18,21.8400,23.1000,21.4901,22.4600,22.4600,38544,0.0000,1.0000
2019-06-17,21.8600,22.1600,20.9800,21.8000,21.8000,26145,0.0000,1.0000
2019-06-14,22.0000,22.0000,20.0300,21.1500,21.1500,34820,0.0000,1.0000
2019-06-13,20.8000,22.4082,20.6418,21.1500,21.1500,79181,0.0000,1.0000
2019-06-12,17.6600,20.3888,17.6500,20.3413,20.3413,88294,0.0000,1.0000
2019-06-11,16.9550,19.3367,16.7200,17.6600,17.6600,97352,0.0000,1.0000
2019-06-10,15.9200,17.6300,15.9200,16.9000,16.9000,103887,0.0000,1.0000
2019-06-07,15.6100,16.5200,15.3000,15.7200,15.7200,47964,0.0000,1.0000
2019-06-06,15.4100,15.4250,15.0400,15.3900,15.3900,19674,0.0000,1.0000
2019-06-05,15.5500,15.7900,14.9050,15.0000,15.0000,33224,0.0000,1.0000
2019-06-04,16.0000,16.4800,15.3200,15.3700,15.3700,24194,0.0000,1.0000
2019-06-03,16.0500,16.8500,16.0000,16.2000,16.2000,30484,0.0000,1.0000
2019-05-31,15.8150,16.5000,15.8150,16.3500,16.3500,19400,0.0000,1.0000
2019-05-30,16.0000,16.3900,14.9400,16.0400,16.0400,32147,0.0000,1.0000
2019-05-29,15.2950,15.8550,15.2500,15.8500,15.8500,19717,0.0000,1.0000
2019-05-28,15.1850,15.1850,14.5101,15.1500,15.1500,5670,0.0000,1.0000
2019-05-24,15.0000,15.3900,14.4800,14.5100,14.5100,9820,0.0000,1.0000
2019-05-23,15.4400,15.9900,14.3900,14.5000,14.5000,22053,0.0000,1.0000
2019-05-22,15.6700,16.3973,15.1900,15.1900,15.1900,11099,0.0000,1.0000
2019-05-21,15.7000,16.4400,15.0000,16.2900,16.2900,18796,0.0000,1.0000
2019-05-20,15.5000,15.7000,14.8840,15.5100,15.5100,7732,0.0000,1.0000
2019-05-17,14.8500,16.0100,14.7600,15.2500,15.2500,8942,0.0000,1.0000
2019-05-16,14.7000,15.3000,14.4000,15.3000,15.3000,31024,0.0000,1.0000
2019-05-15,15.3000,16.3700,14.2100,14.6900,14.6900,61914,0.0000,1.0000
2019-05-14,15.0000,15.3000,14.8850,15.0000,15.0000,26936,0.0000,1.0000
2019-05-13,14.4200,15.3000,14.4200,15.0700,15.0700,8246,0.0000,1.0000
2019-05-10,14.4000,15.2800,14.2860,15.2600,15.2600,19563,0.0000,1.0000
2019-05-09,14.6900,15.7500,13.8460,14.6900,14.6900,91700,0.0000,1.0000
2019-05-08,14.9900,15.0000,14.5000,14.6600,14.6600,4014,0.0000,1.0000
2019-05-07,14.8000,15.0850,14.2500,14.4800,14.4800,7798,0.0000,1.0000
2019-05-06,15.2770,15.2797,14.2500,14.2500,14.2500,6718,0.0000,1.0000
2019-05-03,14.7200,15.2962,13.6700,14.8300,14.8300,36687,0.0000,1.0000
2019-05-02,13.4000,15.3000,13.4000,14.5000,14.5000,87837,0.0000,1.0000
2019-05-01,16.0000,16.4800,13.0600,13.3600,13.3600,33408,0.0000,1.0000
2019-04-30,15.6400,16.2950,15.0000,15.0000,15.0000,20802,0.0000,1.0000
2019-04-29,14.9500,16.9733,14.5100,15.5400,15.5400,14750,0.0000,1.0000
2019-04-26,14.3300,14.3980,13.5700,14.1500,14.1500,57342,0.0000,1.0000
2019-04-25,14.0000,14.2500,13.8000,14.2100,14.2100,11778,0.0000,1.0000
2019-04-24,14.5400,14.6400,13.3079,13.9500,13.9500,60130,0.0000,1.0000
2019-04-23,15.6900,15.7000,14.2000,14.5400,14.5400,12371,0.0000,1.0000
2019-04-22,15.1200,15.7200,15.1200,15.1300,15.1300,25538,0.0000,1.0000
2019-04-18,15.1000,15.5200,15.0999,15.4700,15.4700,12031,0.0000,1.0000
2019-04-17,15.1500,15.2358,15.0600,15.1200,15.1200,7063,0.0000,1.0000
